# norm. rapidity y', v1 , errorStat, errorSys
# 197Au+197Au E895 Protons
# E895 #scale[0.7]{(AuAu) Protons (12-25%)}
# source: original paper  Phys. Rev. Lett. 84, 5488 (2000) 
# 6 AGeV #scale[0.7]{(0.2 < pt < 2 GeV/c)}
# symbol size in v1-axis is ~ 0.04
-0.35   -0.04210   0.  0.04235
-0.25   -0.02077   0.  0.04235
-0.15   -0.01491   0.  0.04072
-0.05   -0.00009   0.  0.04072
 0.05    0.00252   0.  0.03909
 0.15    0.01979   0.  0.04072
 0.25    0.02890   0.  0.03909
 0.35    0.04535   0.  0.03909
 0.45    0.06099   0.  0.04072
 0.55    0.08477   0.  0.03908
 0.65    0.09389   0.  0.04072
